quote_date,1_C,2_C,3_C,4_C,5_C,6_C,7_C,8_C,9_C,10_C,11_C,12_C,13_C,14_C,15_C,16_C,17_C,18_C,19_C,20_C,21_C,22_C,23_C,24_C,25_C,26_C,27_C,28_C,29_C,30_C,31_C,32_C,33_C,34_C,35_C,1_P,2_P,3_P,4_P,5_P,6_P,7_P,8_P,9_P,10_P,11_P,12_P,13_P,14_P,15_P,16_P,17_P,18_P,19_P,20_P,21_P,22_P,23_P,24_P,25_P,26_P,27_P,28_P,29_P,30_P,31_P,32_P,33_P,34_P,35_P,1_C_S,2_C_S,3_C_S,4_C_S,5_C_S,6_C_S,7_C_S,8_C_S,9_C_S,10_C_S,11_C_S,12_C_S,13_C_S,14_C_S,15_C_S,16_C_S,17_C_S,18_C_S,19_C_S,20_C_S,21_C_S,22_C_S,23_C_S,24_C_S,25_C_S,26_C_S,27_C_S,28_C_S,29_C_S,30_C_S,31_C_S,32_C_S,33_C_S,34_C_S,35_C_S,1_P_S,2_P_S,3_P_S,4_P_S,5_P_S,6_P_S,7_P_S,8_P_S,9_P_S,10_P_S,11_P_S,12_P_S,13_P_S,14_P_S,15_P_S,16_P_S,17_P_S,18_P_S,19_P_S,20_P_S,21_P_S,22_P_S,23_P_S,24_P_S,25_P_S,26_P_S,27_P_S,28_P_S,29_P_S,30_P_S,31_P_S,32_P_S,33_P_S,34_P_S,35_P_S
2018-11-16,-152.9000000000001,-153.20000000000005,-154.0,-155.70000000000005,-158.4000000000001,-160.0999999999999,-166.29999999999995,-177.20000000000005,-196.10000000000002,-211.0,-220.0,-230.2,-241.60000000000002,-247.89999999999998,-261.4,-251.6,-218.4,-187.3,-157.6,-131.0,-96.0,-76.1,-51.9,-39.4,-29.5,-18.9,-14.1,-9.1,-6.8,-5.2,-3.6,-2.9,-1.55,-1.2,-0.9,-2.0,-2.4,-3.3,-4.9,-7.3,-9.1,-15.1,-26.5,-46.7,-61.8,-70.9,-81.4,-93.1,-99.5,-113.3,-104.0,-71.4,-40.5,-13.900000000000006,11.900000000000006,46.099999999999994,65.30000000000001,87.89999999999998,99.89999999999998,109.39999999999998,120.39999999999998,125.0,130.0,132.20000000000005,134.0,135.70000000000005,136.5,138.5999999999999,139.29999999999995,140.20000000000005,134.70000000000005,135.29999999999995,136.79999999999995,138.5,141.4000000000001,143.4000000000001,149.70000000000005,161.70000000000005,184.10000000000002,200.2,209.60000000000002,220.39999999999998,232.39999999999998,239.0,253.2,244.0,211.6,181.1,154.8,128.3,93.4,73.8,49.9,37.6,27.9,17.6,12.8,7.8,5.6,3.9,2.4,1.75,0.4,0.05,0.0,0.95,1.25,2.2,3.7,6.1,7.9,13.8,24.9,44.8,59.6,68.7,78.9,90.6,96.9,110.8,101.3,68.6,37.80000000000001,6.599999999999994,-20.19999999999999,-55.599999999999994,-75.80000000000001,-99.89999999999998,-112.80000000000001,-123.19999999999999,-135.3,-140.8,-147.20000000000005,-148.70000000000005,-151.10000000000002,-154.10000000000002,-154.39999999999998,-158.0999999999999,-158.5999999999999,-158.20000000000005
2018-12-14,44.5,43.799999999999955,42.90000000000009,46.0,44.700000000000045,40.90000000000009,38.40000000000009,34.89999999999998,30.5,17.200000000000045,7.2999999999999545,-5.2999999999999545,-21.5,-68.30000000000001,-91.89999999999998,-100.69999999999999,-109.9,-130.0,-151.9,-139.1,-116.5,-87.2,-63.3,-50.5,-35.0,-24.1,-18.7,-13.0,-8.9,-7.0,-5.2,-2.35,-1.9,-1.7,-1.6,-2.75,-3.2,-3.9,-4.8,-6.0,-9.3,-11.5,-14.6,-18.8,-32.3,-42.4,-55.5,-71.8,-119.1,-143.0,-151.9,-161.2,-181.3,-203.6,-191.0,-168.89999999999998,-140.10000000000002,-116.69999999999999,-104.0,-91.39999999999998,-79.89999999999998,-74.60000000000002,-69.60000000000002,-64.70000000000005,-63.700000000000045,-61.700000000000045,-60.299999999999955,-59.299999999999955,-58.40000000000009,-57.59999999999991,-63.0,-62.200000000000045,-61.299999999999955,-59.90000000000009,-58.5,-53.90000000000009,-51.59999999999991,-47.299999999999955,-43.39999999999998,-28.399999999999977,-18.5,-4.0,13.0,61.5,85.89999999999998,94.80000000000001,104.1,124.6,146.9,134.7,112.6,83.9,60.3,47.4,32.6,21.5,15.9,10.2,6.4,4.5,2.45,0.0,0.0,0.0,0.0,0.05,0.5,1.3,2.1,3.2,8.1,10.3,12.3,16.7,30.0,39.9,52.7,69.1,116.1,139.5,148.2,157.4,177.2,198.8,185.9,163.10000000000002,133.5,109.39999999999998,95.80000000000001,80.10000000000002,68.39999999999998,62.700000000000045,56.39999999999998,52.10000000000002,50.10000000000002,47.89999999999998,40.90000000000009,39.59999999999991,38.700000000000045,38.0
2019-01-11,-360.9000000000001,-361.5999999999999,-362.4000000000001,-364.4000000000001,-367.5,-372.5999999999999,-374.9,-378.79999999999995,-382.6,-388.9,-394.6,-402.5,-412.20000000000005,-428.3,-371.9,-293.0,-240.7,-177.3,-146.3,-108.9,-76.9,-59.4,-38.6,-23.5,-16.4,-9.4,-5.4,-3.2,-2.35,-1.65,-1.25,-0.9,-0.6,-0.55,-0.55,-0.65,-0.8,-0.75,-2.2,-4.5,-9.2,-11.5,-15.3,-18.9,-25.3,-31.3,-41.5,-51.1,-67.2,-7.599999999999994,67.2,119.0,181.6,209.5,246.4,277.3,296.2,316.4,329.5,333.6,339.5,343.5,345.70000000000005,346.6,347.4,347.9,348.4,349.20000000000005,349.9000000000001,350.5,341.5,342.1999999999998,343.0999999999999,345.0,348.0,353.5,355.70000000000005,359.5,363.20000000000005,369.79999999999995,376.20000000000005,390.9,400.9,417.6,358.1,283.7,232.1,169.6,141.8,104.7,73.6,56.3,35.7,21.4,14.6,7.9,4.1,2.05,1.25,0.55,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,3.3,7.6,9.8,13.5,17.1,23.3,29.2,39.2,48.7,65.0,4.599999999999994,-70.5,-122.9,-185.9,-215.3,-253.8,-288.2,-305.6,-326.6,-344.6,-351.7,-358.9,-363.0,-365.20000000000005,-366.1,-366.9,-367.4,-367.9,-368.70000000000005,-369.4000000000001,-370.0
2019-02-08,-646.9000000000001,-647.4000000000001,-647.6999999999998,-650.2,-650.0999999999999,-651.0999999999999,-655.0,-658.5,-661.2,-665.5,-619.2,-550.4,-482.6,-395.3,-331.6,-272.6,-218.6,-152.9,-124.0,-98.1,-75.7,-56.5,-40.9,-28.8,-19.7,-13.3,-8.9,-6.0,-4.2,-3.2,-1.95,-1.3,-0.9,-0.7,-0.6,-0.6,-0.65,-0.9,-1.45,-2.3,-4.2,-7.6,-11.0,-13.4,-17.7,27.8,97.2,164.8,251.9,314.1,372.9,427.7,492.9,521.2,547.0,568.7,587.4,602.8,614.7,623.4,629.3,633.4,636.1,637.8,633.7,636.2,637.3,637.7,639.0,639.9000000000001,629.5,630.0,630.6999999999998,632.8,633.0999999999999,640.7,645.3,649.1,651.4,656.1,610.9,541.7,474.5,387.9,326.4,267.9,213.5,148.9,120.7,94.8,72.9,53.9,38.6,26.8,18.0,11.5,7.2,4.6,3.0,1.95,0.8,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,3.1,6.3,9.5,11.9,16.1,-29.6,-98.9,-166.8,-253.9,-316.3,-375.3,-430.3,-495.8,-524.9,-550.5,-573.5,-592.9,-608.7,-621.1,-630.4,-637.0,-641.5,-644.4,-646.3,-651.0,-653.0,-654.7,-655.0999999999999,-656.4000000000001,-657.3
2019-03-15,-1073.9,-1073.6,-1074.6999999999998,-1075.8000000000002,-1076.6,-1072.3,-1073.0,-1073.8,-1000.0,-877.0,-778.9,-681.7,-585.6,-468.2,-377.6,-293.3,-213.5,-128.3,-113.2,-87.0,-64.3,-46.1,-32.2,-21.7,-13.6,-8.9,-6.0,-4.2,-3.1,-2.4,-1.95,-1.6,-1.1,-0.75,-0.6,-0.5,-0.5,-0.55,-0.7,-1.15,-2.3,-2.75,-3.4,70.7,194.2,292.3,389.6,485.7,603.2,693.8,779.7,859.0,944.0,957.8,983.9,1006.6,1024.3,1038.3,1047.9,1055.0,1059.6,1062.5,1064.4,1062.6,1063.8,1063.5,1064.4,1065.1,1065.5,1066.5,1056.8000000000002,1056.1999999999998,1057.3000000000002,1059.0,1059.2,1066.2,1066.5,1067.2,993.5,870.4,772.4,675.3,579.3,462.2,372.2,288.0,209.0,124.8,110.4,83.9,61.4,43.5,29.5,19.4,12.3,7.7,4.8,3.1,2.0,1.3,0.85,0.55,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,1.65,2.3,-71.9,-195.3,-293.5,-391.0,-487.3,-605.0,-695.6,-781.8,-861.2,-946.8,-961.8,-988.5,-1011.6,-1029.9,-1048.9,-1053.8,-1061.2,-1065.9,-1069.0,-1071.0,-1076.4,-1077.4,-1077.2,-1077.9,-1078.4,-1079.4,-1080.4
2019-04-12,-888.0,-888.5999999999999,-890.7,-890.4000000000001,-890.9000000000001,-893.2,-889.4000000000001,-890.9000000000001,-893.4,-747.1,-602.9,-485.7,-351.3,-267.5,-231.5,-194.0,-159.2,-126.9,-115.0,-98.3,-88.1,-73.6,-60.9,-51.2,-42.6,-23.2,-9.3,-4.5,-2.35,-1.4,-0.9,-0.7,-0.6,-0.45,-0.3,-0.25,-0.3,-0.65,-1.45,-1.9,-2.55,-3.6,-4.8,-7.1,139.3,283.3,400.6,535.2,619.0,654.8,692.1,727.1,758.9,770.8,787.3,797.6,811.7,824.6,833.7,842.4,860.6,875.2,879.6,881.9,879.4,880.8,880.7,879.8,881.4,882.5999999999999,871.8000000000002,872.1999999999998,874.3,877.9000000000001,878.3,878.3,883.9000000000001,884.0999999999999,887.9,741.7,597.6,480.6,347.0,263.4,227.7,190.4,155.9,124.1,112.4,95.7,85.6,71.4,58.7,49.2,40.8,21.6,8.2,3.7,1.7,0.8,0.35,0.15,0.05,0.0,0.0,0.0,0.0,0.1,0.95,1.3,1.95,2.9,4.1,6.2,-140.3,-284.6,-402.0,-537.1,-621.1,-656.8,-694.2,-729.2,-761.2,-773.0,-790.3,-800.7,-815.2,-828.4,-837.9,-846.8,-866.5,-880.5,-885.0,-887.4,-892.2,-892.9,-893.8,-896.2,-894.3,-895.2
2019-05-17,-772.8000000000002,-773.6999999999998,-774.9000000000001,-776.0999999999999,-777.5999999999999,-774.2,-779.4,-781.1,-784.8,-762.9,-668.8,-599.6,-509.7,-444.6,-361.3,-302.2,-228.9,-163.2,-132.8,-93.9,-72.3,-46.0,-27.1,-18.2,-9.4,-4.8,-3.2,-1.85,-1.3,-1.1,-0.9,-0.75,-0.7,-0.55,-0.5,-0.5,-0.65,-0.95,-1.3,-2.05,-3.3,-7.2,-9.0,-12.3,9.4,103.4,172.6,262.5,327.8,411.3,470.5,543.9,609.2,636.7,675.1,696.4,722.9,741.6,750.3,759.0,763.8,765.7,765.4,766.0,766.6,766.8,767.0,767.4,765.0,768.5999999999999,756.5,757.1999999999998,758.1999999999998,759.2,760.8,767.8,772.8,774.8,778.1,756.6,662.6,593.5,503.8,438.7,355.8,296.8,223.9,158.8,129.9,91.7,70.2,44.0,25.4,16.7,8.2,3.8,2.3,1.1,0.55,0.35,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6,1.35,2.5,6.2,8.0,11.2,-10.6,-104.9,-174.2,-264.3,-329.7,-413.2,-472.7,-546.4,-612.1,-641.7,-680.2,-702.2,-728.9,-747.5,-756.6,-765.3,-770.4,-772.1,-779.4,-780.2,-780.6,-780.9,-780.9,-781.3,-781.7,-782.5
2019-06-14,-753.5999999999999,-754.4000000000001,-755.6999999999998,-757.2,-754.5,-755.5999999999999,-756.5999999999999,-758.0999999999999,-760.7,-763.6,-768.7,-698.5,-606.3,-494.9,-409.7,-309.8,-237.2,-156.0,-141.7,-115.1,-91.5,-70.9,-62.0,-46.5,-34.2,-24.7,-20.9,-14.8,-10.6,-4.9,-2.95,-1.4,-0.85,-0.5,-0.4,-0.35,-0.5,-0.75,-1.5,-2.4,-3.2,-4.1,-5.4,-7.7,-10.5,-15.6,53.7,146.0,257.5,342.7,442.7,515.8,595.4,609.6,635.7,659.1,679.7,688.6,703.9,715.6,724.9,728.6,735.0,739.2,744.6,746.9,747.2,746.5999999999999,747.3,747.8,738.5,739.4000000000001,740.4000000000001,742.2,747.0999999999999,748.0999999999999,749.3,750.8,753.4,756.4,761.6,692.5,600.4,489.2,404.9,305.3,232.5,153.7,139.5,113.0,89.4,69.0,60.2,44.9,32.8,23.4,19.7,13.8,9.7,4.2,2.35,0.85,0.3,0.05,0.0,0.0,0.0,0.2,0.95,1.85,2.6,3.5,4.8,7.1,9.8,14.7,-54.7,-147.1,-258.9,-344.4,-444.6,-518.0,-598.7,-613.0,-639.7,-663.6,-684.1,-693.1,-708.7,-721.1,-730.7,-734.5,-740.6,-744.9,-751.0,-753.3,-760.2,-760.8,-762.2,-761.9000000000001
2019-07-12,-1199.1999999999998,-1200.4,-1201.9,-1204.0,-1205.9,-1201.6,-1053.5,-906.3,-761.0,-594.5,-456.9,-369.4,-327.3,-286.7,-247.7,-210.6,-175.4,-140.2,-128.0,-113.2,-99.9,-87.6,-76.1,-65.7,-56.0,-47.3,-42.6,-34.3,-29.4,-18.2,-9.5,-5.0,-2.7,-0.9,-0.4,-0.2,-0.2,-0.65,-1.6,-3.1,-4.4,143.8,291.1,436.7,603.3,740.8,828.3,870.3,910.8,949.8,987.0,1021.9,1057.0,1068.9,1082.9,1095.8,1108.1,1119.6,1130.0,1139.6,1148.1,1152.8,1161.0,1165.5,1176.8,1185.1,1189.2,1191.6,1190.7,1190.7,1182.0,1183.1999999999998,1185.0,1186.8,1188.9,1194.1,1045.9,899.2,754.0,587.8,450.5,363.3,321.5,281.1,242.2,205.4,170.8,135.8,123.9,110.0,96.8,84.5,73.2,62.7,53.2,44.8,40.2,32.0,27.3,16.3,8.1,3.8,1.85,0.3,0.0,0.0,0.0,0.15,1.05,2.35,3.5,-144.8,-292.2,-438.0,-604.7,-742.4,-830.2,-872.4,-913.2,-952.5,-989.9,-1024.9,-1060.4,-1072.1,-1086.9,-1100.3,-1112.1,-1123.6,-1135.1,-1144.8,-1153.5,-1158.2,-1166.7,-1171.6,-1183.0,-1191.6,-1196.2,-1198.4,-1207.0,-1207.6
2019-08-16,-620.5,-621.1999999999998,-618.9000000000001,-624.4000000000001,-627.2,-632.5,-635.0,-633.4,-637.3,-643.7,-649.9,-585.4,-520.2,-436.0,-375.6,-299.2,-245.4,-178.3,-148.4,-120.7,-84.3,-64.0,-39.8,-27.8,-18.6,-9.8,-6.1,-3.0,-1.95,-1.4,-0.95,-0.8,-0.65,-0.4,-0.35,-0.55,-0.8,-1.3,-2.85,-5.6,-10.2,-12.4,-16.5,-20.2,-26.9,-33.3,31.200000000000003,96.4,180.4,240.9,317.4,371.2,437.2,467.2,493.2,529.1,549.3,573.4,585.1,593.8,599.3,602.9,606.3,607.4,608.1,608.1,608.8,608.6,609.7,610.0,603.0999999999999,603.8000000000002,604.5,607.0,609.8,615.0999999999999,617.6,625.8,629.8,637.1,643.5,579.1,513.7,429.8,369.7,294.1,240.6,176.4,146.4,118.8,82.5,62.1,38.1,26.2,17.2,8.5,4.9,2.05,1.15,0.65,0.25,0.1,0.0,0.0,0.0,0.05,0.25,0.65,2.05,4.6,9.1,11.4,15.2,19.0,25.5,31.7,-32.9,-98.2,-182.3,-242.7,-319.3,-373.1,-439.1,-469.2,-498.3,-534.7,-555.3,-579.8,-592.0,-601.4,-615.7,-619.3,-622.2,-623.8,-624.5,-624.4,-626.2,-626.0,-625.5,-627.4000000000001
2019-09-13,-908.5,-909.8000000000002,-911.5999999999999,-915.0999999999999,-916.5,-917.5999999999999,-919.5,-917.9,-796.8,-678.3,-562.3,-450.2,-343.9,-268.1,-238.0,-209.0,-181.4,-148.7,-130.7,-113.8,-100.6,-83.6,-70.4,-58.5,-48.0,-38.9,-31.1,-24.6,-18.4,-14.9,-11.5,-6.3,-3.5,-1.25,-0.4,-0.35,-0.55,-1.4,-4.2,-5.5,-7.1,-9.4,-12.5,108.0,226.6,342.5,454.5,561.0,636.7,666.9,695.7,723.4,755.6,773.7,790.6,803.1,820.1,833.2,845.1,855.4,864.5,872.3,878.6,884.8,888.2,891.6,891.7,894.5,897.3,897.8,891.0999999999999,892.5,894.5,897.7,899.0999999999999,900.5,903.0,911.7,791.4,673.0,557.3,445.6,339.6,264.3,234.2,206.0,178.0,146.9,128.8,112.0,98.8,81.7,68.6,56.8,46.3,37.2,29.5,23.1,17.2,13.8,10.5,5.4,2.75,0.65,0.0,0.0,0.05,0.9,3.6,4.8,6.4,8.6,11.6,-109.0,-227.8,-343.8,-455.9,-562.5,-638.4,-668.6,-697.6,-725.4,-757.6,-775.8,-792.8,-806.3,-823.7,-837.0,-848.8,-859.5,-868.5,-876.4,-883.0,-889.1,-892.7,-896.2,-907.2,-910.8,-912.8,-915.2
2019-10-11,-883.3000000000002,-884.0999999999999,-885.1999999999998,-886.9000000000001,-889.9000000000001,-891.3,-893.2,-895.7,-898.8,-855.2,-760.2,-667.9,-578.4,-488.8,-404.0,-323.3,-247.7,-162.5,-147.1,-118.5,-93.5,-70.8,-61.2,-44.7,-31.3,-21.3,-17.5,-11.8,-7.8,-5.0,-4.0,-2.65,-1.35,-0.8,-0.65,-0.5,-0.7,-1.15,-2.2,-4.4,-5.7,-7.4,-9.7,-12.8,31.8,125.9,218.2,308.3,395.6,479.4,559.5,633.5,717.2,732.0,759.7,784.3,805.4,814.7,830.4,842.9,852.7,856.4,861.6,865.6,868.1,869.0,870.3,871.9,872.9,873.3,867.1999999999998,867.9000000000001,868.8000000000002,870.4000000000001,873.2,874.5999999999999,876.4000000000001,878.8,881.9,837.8,743.2,650.9,561.0,474.4,391.0,311.9,237.9,154.8,139.8,111.8,87.4,66.9,57.5,41.6,28.7,19.1,15.3,9.6,5.7,3.1,2.3,1.2,0.2,0.0,0.0,0.0,0.0,0.25,1.2,3.2,4.3,5.9,8.1,11.0,-33.7,-128.0,-220.5,-310.9,-398.5,-482.8,-563.8,-639.2,-724.4,-739.9,-768.9,-795.0,-817.7,-827.7,-845.1,-860.3,-870.1,-873.8,-878.7,-882.5,-885.0,-885.8,-887.0,-888.3,-889.2,-889.8
2019-11-15,-804.9000000000001,-806.0999999999999,-807.4000000000001,-808.0999999999999,-808.9000000000001,-810.0,-811.7,-812.2,-812.7,-692.4,-550.1,-412.5,-321.0,-279.6,-239.5,-201.5,-165.8,-126.0,-108.5,-92.3,-77.6,-60.3,-49.2,-39.5,-29.0,-22.7,-18.5,-13.6,-10.5,-7.9,-5.3,-2.65,-1.55,-0.75,-0.35,-0.35,-0.7,-1.45,-1.9,-2.5,-3.4,-4.8,-6.7,-9.6,110.9,253.4,390.8,482.5,524.0,564.0,601.9,637.2,676.0,693.6,708.7,723.4,740.5,751.6,761.1,771.5,777.8,782.0,786.7,789.8,792.5,795.1,792.4,793.6,795.3,795.4000000000001,789.4000000000001,790.4000000000001,791.8,792.5,793.5,794.5,795.9000000000001,798.3,807.3,687.1,544.8,407.6,316.4,275.1,235.4,197.6,162.3,124.5,106.9,90.8,76.0,58.7,47.7,38.2,27.8,21.6,17.3,12.6,9.6,6.9,4.3,1.85,0.85,0.2,0.0,0.0,0.15,0.9,1.3,1.85,2.65,4.0,5.9,8.7,-111.7,-254.4,-392.1,-483.5,-525.1,-565.2,-603.1,-638.9,-677.8,-695.4,-712.3,-727.3,-744.8,-756.1,-765.8,-776.5,-782.9,-787.0,-792.2,-795.4,-798.2,-800.4,-805.2,-806.4,-806.3,-810.2
2019-12-13,-1108.4,-1108.9,-1109.6,-1110.1999999999998,-1111.1999999999998,-1112.3,-1113.5,-1115.3,-1118.4,-820.4,-580.8,-510.8,-442.0,-375.0,-310.3,-248.4,-190.2,-121.6,-91.1,-55.2,-37.3,-18.6,-11.3,-5.5,-3.8,-2.2,-1.8,-1.3,-1.05,-0.75,-0.6,-0.5,-0.45,-0.4,-0.35,-0.4,-0.45,-0.55,-0.7,-1.0,-1.5,-2.25,-3.6,-6.3,288.1,527.7,597.7,666.2,733.0,797.6,859.2,916.9,983.5,1012.4,1047.7,1065.2,1083.0,1090.1,1095.9,1095.3,1096.9,1097.5,1097.6,1102.3,1098.7,1102.5,1098.3,1099.6,1098.9,1099.6,1091.8000000000002,1092.3000000000002,1092.9,1092.8000000000002,1094.3000000000002,1095.3,1096.1,1097.9,1101.9,810.0,570.8,501.0,432.6,366.1,301.5,240.4,183.5,115.9,89.1,53.4,35.5,17.3,10.1,4.5,2.7,1.45,1.0,0.5,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.35,0.8,1.5,2.9,5.5,-288.9,-528.8,-598.9,-667.5,-734.4,-799.1,-860.9,-918.9,-989.2,-1018.6,-1055.0,-1073.4,-1092.4,-1100.1,-1106.3,-1111.6,-1108.4,-1109.0,-1114.2,-1110.0,-1113.1,-1113.3,-1116.5,-1116.7,-1116.3,-1117.0
2020-01-17,-1461.5,-1462.4,-1464.4,-1464.8000000000002,-1467.3,-1069.0,-874.2,-707.2,-567.7,-477.6,-433.7,-386.5,-344.7,-304.1,-257.3,-220.4,-185.7,-146.8,-132.1,-113.0,-98.0,-84.1,-71.6,-60.4,-50.4,-41.7,-33.1,-26.0,-22.6,-16.9,-12.5,-10.0,-3.6,-1.1,-0.4,-0.25,-0.3,-0.4,-0.65,-2.0,392.0,586.7,753.9,893.5,983.8,1027.8,1075.1,1117.0,1157.7,1204.2,1241.1,1275.8,1313.9,1328.6,1347.7,1362.0,1375.7,1388.2,1399.3,1409.3,1418.0,1426.4,1433.5,1436.9,1442.6,1446.8,1449.4,1452.5,1456.5,1453.9,1448.3000000000002,1449.3000000000002,1450.6,1451.1,1453.6,1064.2,869.5,702.5,563.0,473.0,429.2,382.3,340.4,299.9,253.9,216.8,182.3,145.1,130.4,111.4,96.3,82.6,70.2,58.9,49.0,40.4,31.7,24.7,21.4,15.9,11.7,9.3,2.85,0.55,0.0,0.0,0.0,0.0,0.2,1.6,-392.7,-587.6,-755.0,-894.7,-985.2,-1029.2,-1076.6,-1118.5,-1159.1,-1205.7,-1242.6,-1277.3,-1315.5,-1330.2,-1349.5,-1365.7,-1379.6,-1392.2,-1403.5,-1413.5,-1422.2,-1430.8,-1438.0,-1441.4,-1447.1,-1451.3,-1453.7,-1463.8,-1466.9,-1472.4
2020-02-14,-1611.6999999999998,-1612.4,-1613.4,-1615.6999999999998,-1618.4,-1619.2,-1620.7,-1622.2,-1474.2,-1324.0,-1152.8,-1007.4,-863.7,-699.6,-563.6,-412.9,-293.9,-173.6,-158.8,-131.0,-118.2,-94.8,-84.3,-65.7,-57.6,-43.7,-37.8,-28.0,-23.8,-7.0,-4.2,-1.85,-1.4,-0.8,-0.5,-0.3,-0.45,-0.65,-1.4,-3.2,-4.2,-5.2,-6.6,141.4,289.1,460.5,606.1,749.9,914.0,1050.1,1200.3,1318.6,1437.9,1452.8,1479.3,1492.0,1515.2,1525.5,1544.0,1552.1,1565.9,1571.8,1581.5,1585.4,1602.3,1605.3,1607.5,1605.2,1606.5,1607.0,1598.5,1599.3000000000002,1600.3000000000002,1602.6,1605.3000000000002,1606.1,1607.5,1609.1,1461.2,1316.6,1145.5,1000.2,856.7,692.9,557.2,407.9,290.1,171.7,156.7,129.1,116.3,93.1,82.6,64.2,56.1,42.2,36.4,26.6,22.7,6.2,3.4,1.25,0.75,0.3,0.1,0.0,0.0,0.2,0.85,2.7,3.7,4.7,6.0,-142.0,-289.8,-461.3,-607.0,-750.9,-915.1,-1051.2,-1201.9,-1320.5,-1440.4,-1455.3,-1483.5,-1496.4,-1520.1,-1530.6,-1549.5,-1557.7,-1571.9,-1577.9,-1588.0,-1592.1,-1609.3,-1612.3,-1615.1,-1618.3,-1619.6,-1620.1
2020-03-12,147.80000000000018,143.19999999999982,132.5999999999999,109.70000000000005,87.70000000000005,53.799999999999955,17.09999999999991,-22.700000000000045,-71.5,-126.79999999999995,-188.29999999999995,-204.10000000000002,-221.0,-238.0,-255.29999999999995,-273.9,-293.1,-323.4,-364.3,-421.8,-356.2,-295.8,-239.9,-190.7,-146.3,-108.9,-83.5,-58.3,-37.3,-26.9,-14.8,-7.9,-5.8,-3.4,-2.8,-37.3,-47.3,-62.9,-83.7,-109.6,-141.5,-178.7,-221.9,-271.2,-327.5,-390.0,-407.3,-426.9,-442.8,-461.4,-480.4,-500.3,-534.2,-574.0,-634.8,-575.9,-520.2,-453.1,-412.29999999999995,-357.0,-329.5,-302.29999999999995,-277.4000000000001,-258.0999999999999,-240.5999999999999,-234.79999999999995,-231.20000000000005,-238.0999999999999,-237.5,-255.4000000000001,-191.4000000000001,-179.4000000000001,-172.5999999999999,-152.4000000000001,-129.9000000000001,-96.5,-61.09999999999991,-19.5,28.700000000000045,89.39999999999998,151.79999999999995,165.29999999999995,187.20000000000005,202.0,222.0,241.89999999999998,264.29999999999995,295.70000000000005,339.1,396.3,332.6,273.7,220.5,170.7,127.3,90.6,66.1,41.2,24.1,9.5,3.4,0.65,0.0,0.0,0.0,26.5,39.8,55.2,75.0,99.4,129.4,164.6,205.4,252.5,306.5,368.0,384.1,401.8,419.7,437.8,457.6,477.4,505.4,547.9,602.7,535.7,477.70000000000005,420.29999999999995,368.9,321.20000000000005,285.5999999999999,258.9000000000001,237.0999999999999,215.9000000000001,209.0999999999999,191.79999999999995,195.9000000000001,194.20000000000005,193.5,161.0
2020-04-09,-1005.4000000000001,-1009.6999999999998,-1016.5,-1003.9000000000001,-1028.5,-1036.7,-1048.4,-1062.2,-1074.7,-1042.9,-956.9,-854.7,-756.6,-680.0,-587.2,-517.2,-434.4,-357.4,-327.9,-299.0,-272.5,-247.5,-223.8,-201.4,-180.4,-161.3,-133.4,-117.7,-103.4,-90.4,-78.8,-68.5,-59.3,-33.0,-13.7,-4.6,-8.1,-16.1,-28.8,-53.9,-62.1,-74.0,-87.9,-100.5,-68.3,15.800000000000011,118.19999999999999,217.4,294.0,386.1,456.2,538.9,615.7,644.5,668.8,694.9,719.8,743.3,765.4,786.1,805.4,831.6,847.3,861.2,874.5,886.0,896.4,905.5,931.4,899.5999999999999,913.1999999999998,916.8000000000002,925.0999999999999,989.5,1014.8,1022.7,1035.0,1048.9,1061.6,1030.0,946.5,844.6,745.9,669.3,578.0,508.1,425.3,349.2,322.4,294.7,268.3,243.5,219.5,197.2,176.4,157.0,130.7,115.0,100.7,87.9,76.4,66.1,57.0,30.9,12.6,3.7,7.0,14.7,26.9,51.5,59.6,71.3,85.1,97.3,64.8,-19.099999999999994,-121.4,-221.0,-297.7,-389.9,-460.3,-543.5,-620.4,-649.3,-677.9,-704.4,-728.8,-753.5,-775.0,-796.1,-815.8,-842.5,-858.2,-872.4,-886.1,-897.7,-908.2,-917.8,-945.6,-990.0
