,quote_date,expiration,std_strike,adj_strike,expiration_C,strike,bid_1545_C,ask_1545_C,bid_1545_P,ask_1545_P,date,rate,implied_S_x,distance_to_strike,implied_S_y,vol
25,2018-01-12,2018-02-09,-13.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
26,2018-01-12,2018-02-09,-13.5,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
27,2018-01-12,2018-02-09,-13.25,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
28,2018-01-12,2018-02-09,-13.0,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
29,2018-01-12,2018-02-09,-12.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
30,2018-01-12,2018-02-09,-12.5,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
31,2018-01-12,2018-02-09,-12.25,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
32,2018-01-12,2018-02-09,-12.0,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
33,2018-01-12,2018-02-09,-11.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
34,2018-01-12,2018-02-09,-11.5,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
35,2018-01-12,2018-02-09,-11.25,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
36,2018-01-12,2018-02-09,-11.0,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
37,2018-01-12,2018-02-09,-10.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
38,2018-01-12,2018-02-09,-10.5,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
39,2018-01-12,2018-02-09,-10.25,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
40,2018-01-12,2018-02-09,-10.0,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
41,2018-01-12,2018-02-09,-9.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
42,2018-01-12,2018-02-09,-9.5,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
43,2018-01-12,2018-02-09,-9.25,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
44,2018-01-12,2018-02-09,-9.0,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
45,2018-01-12,2018-02-09,-8.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
46,2018-01-12,2018-02-09,-8.5,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
47,2018-01-12,2018-02-09,-8.25,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
48,2018-01-12,2018-02-09,-8.0,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
49,2018-01-12,2018-02-09,-7.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
50,2018-01-12,2018-02-09,-7.5,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
51,2018-01-12,2018-02-09,-7.25,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
52,2018-01-12,2018-02-09,-7.0,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
53,2018-01-12,2018-02-09,-6.75,-6.768574908932133,2018-02-09,5400.0,1347.0,1368.3,0.05,3.1,2018-01-12,0.0131,6750.221453203228,1350.2214532032276,6751.2330665040345,199.48386054225554
54,2018-01-12,2018-02-09,-6.5,-6.268993645847216,2018-02-09,5500.0,1248.0,1269.0,0.25,3.7,2018-01-12,0.0131,6750.563054188472,1250.563054188472,6751.2330665040345,199.48386054225554
55,2018-01-12,2018-02-09,-6.25,-6.268993645847216,2018-02-09,5500.0,1248.0,1269.0,0.25,3.7,2018-01-12,0.0131,6750.563054188472,1250.563054188472,6751.2330665040345,199.48386054225554
56,2018-01-12,2018-02-09,-6.0,-5.766153973795112,2018-02-09,5600.0,1151.6,1165.9,0.65,4.2,2018-01-12,0.0131,6750.254655173717,1150.2546551737169,6751.2330665040345,199.48386054225554
57,2018-01-12,2018-02-09,-5.75,-5.766153973795112,2018-02-09,5600.0,1151.6,1165.9,0.65,4.2,2018-01-12,0.0131,6750.254655173717,1150.2546551737169,6751.2330665040345,199.48386054225554
58,2018-01-12,2018-02-09,-5.5,-5.265444799913868,2018-02-09,5700.0,1052.4,1066.7,1.7,4.3,2018-01-12,0.0131,6750.371256158963,1050.3712561589628,6751.2330665040345,199.48386054225554
59,2018-01-12,2018-02-09,-5.25,-5.265444799913868,2018-02-09,5700.0,1052.4,1066.7,1.7,4.3,2018-01-12,0.0131,6750.371256158963,1050.3712561589628,6751.2330665040345,199.48386054225554
60,2018-01-12,2018-02-09,-5.0,-4.763357068392653,2018-02-09,5800.0,953.1,967.4,2.4,5.1,2018-01-12,0.0131,6750.212857144207,950.2128571442072,6751.2330665040345,199.48386054225554
61,2018-01-12,2018-02-09,-4.75,-4.763357068392653,2018-02-09,5800.0,953.1,967.4,2.4,5.1,2018-01-12,0.0131,6750.212857144207,950.2128571442072,6751.2330665040345,199.48386054225554
62,2018-01-12,2018-02-09,-4.5,-4.263274511620478,2018-02-09,5900.0,854.5,868.8,3.4,6.2,2018-01-12,0.0131,6750.454458129452,850.4544581294522,6751.2330665040345,199.48386054225554
63,2018-01-12,2018-02-09,-4.25,-4.263274511620478,2018-02-09,5900.0,854.5,868.8,3.4,6.2,2018-01-12,0.0131,6750.454458129452,850.4544581294522,6751.2330665040345,199.48386054225554
64,2018-01-12,2018-02-09,-4.0,-3.762690661161043,2018-02-09,6000.0,756.1,770.3,4.7,7.5,2018-01-12,0.0131,6750.596059114697,750.5960591146968,6751.2330665040345,199.48386054225554
65,2018-01-12,2018-02-09,-3.75,-3.762690661161043,2018-02-09,6000.0,756.1,770.3,4.7,7.5,2018-01-12,0.0131,6750.596059114697,750.5960591146968,6751.2330665040345,199.48386054225554
66,2018-01-12,2018-02-09,-3.5,-3.5117721188222575,2018-02-09,6050.0,706.9,721.1,5.5,8.3,2018-01-12,0.0131,6750.5418596073205,700.5418596073205,6751.2330665040345,199.48386054225554
67,2018-01-12,2018-02-09,-3.25,-3.262106810701612,2018-02-09,6100.0,658.0,672.1,6.4,9.0,2018-01-12,0.0131,6750.737660099942,650.7376600999423,6751.2330665040345,199.48386054225554
68,2018-01-12,2018-02-09,-3.0,-3.0106869746755605,2018-02-09,6150.0,609.7,622.6,7.5,10.3,2018-01-12,0.0131,6750.583460592565,600.5834605925647,6751.2330665040345,199.48386054225554
69,2018-01-12,2018-02-09,-2.75,-2.76127231339855,2018-02-09,6200.0,561.2,574.0,8.7,11.4,2018-01-12,0.0131,6750.829261085188,550.8292610851877,6751.2330665040345,199.48386054225554
70,2018-01-12,2018-02-09,-2.5,-2.510604417903386,2018-02-09,6250.0,513.0,525.7,10.3,13.2,2018-01-12,0.0131,6750.82506157781,500.8250615778097,6751.2330665040345,199.48386054225554
71,2018-01-12,2018-02-09,-2.25,-2.260688462939114,2018-02-09,6300.0,465.3,477.8,12.3,15.2,2018-01-12,0.0131,6750.970862070432,450.9708620704323,6751.2330665040345,199.48386054225554
72,2018-01-12,2018-02-09,-2.0,-2.009268626913063,2018-02-09,6350.0,417.9,430.1,14.8,17.8,2018-01-12,0.0131,6750.816662563055,400.8166625630547,6751.2330665040345,199.48386054225554
73,2018-01-12,2018-02-09,-1.75,-1.76060590616694,2018-02-09,6400.0,372.7,382.0,17.4,21.0,2018-01-12,0.0131,6751.212463055677,351.2124630556773,6751.2330665040345,199.48386054225554
74,2018-01-12,2018-02-09,-1.5,-1.5116925385771862,2018-02-09,6450.0,327.8,336.2,21.4,25.5,2018-01-12,0.0131,6751.5582635483,301.5582635482997,6751.2330665040345,199.48386054225554
75,2018-01-12,2018-02-09,-1.25,-1.2580168809584678,2018-02-09,6500.0,283.1,291.9,27.8,31.2,2018-01-12,0.0131,6750.954064040922,250.95406404092228,6751.2330665040345,199.48386054225554
76,2018-01-12,2018-02-09,-1.0,-1.0113593349613768,2018-02-09,6550.0,240.8,249.5,34.1,38.5,2018-01-12,0.0131,6751.749864533544,201.7498645335436,6751.2330665040345,199.48386054225554
77,2018-01-12,2018-02-09,-0.75,-0.7611927331534788,2018-02-09,6600.0,200.5,208.7,43.3,47.9,2018-01-12,0.0131,6751.845665026167,151.8456650261669,6751.2330665040345,199.48386054225554
78,2018-01-12,2018-02-09,-0.5,-0.5067651350038727,2018-02-09,6650.0,162.9,170.7,55.5,61.5,2018-01-12,0.0131,6751.09146551879,101.09146551878985,6751.2330665040345,199.48386054225554
79,2018-01-12,2018-02-09,-0.25,-0.2568491800396009,2018-02-09,6700.0,128.6,135.6,70.5,76.7,2018-01-12,0.0131,6751.237266011412,51.23726601141243,6751.2330665040345,199.48386054225554
80,2018-01-12,2018-02-09,0.0,-0.006181284544436992,2018-02-09,6750.0,98.1,105.0,89.9,96.1,2018-01-12,0.0131,6751.2330665040345,1.2330665040344684,6751.2330665040345,199.48386054225554
81,2018-01-12,2018-02-09,0.25,0.24298272988894273,2018-02-09,6800.0,72.5,78.6,113.1,120.2,2018-01-12,0.0131,6751.528866996658,-48.4711330033424,6751.2330665040345,199.48386054225554
82,2018-01-12,2018-02-09,0.5,0.49339997854047596,2018-02-09,6850.0,50.9,56.4,140.8,148.5,2018-01-12,0.0131,6751.57466748928,-98.42533251072018,6751.2330665040345,199.48386054225554
83,2018-01-12,2018-02-09,0.75,0.7433159335047478,2018-02-09,6900.0,35.3,38.4,173.3,182.0,2018-01-12,0.0131,6751.720467981902,-148.2795320180976,6751.2330665040345,199.48386054225554
84,2018-01-12,2018-02-09,1.0,0.9942344758435424,2018-02-09,6950.0,22.8,25.6,210.2,219.8,2018-01-12,0.0131,6751.666268474524,-198.33373152547574,6751.2330665040345,199.48386054225554
85,2018-01-12,2018-02-09,1.25,1.2441504308078142,2018-02-09,7000.0,13.8,17.0,251.0,261.0,2018-01-12,0.0131,6751.812068967147,-248.18793103285316,6751.2330665040345,199.48386054225554
86,2018-01-12,2018-02-09,1.5,1.499580616331943,2018-02-09,7050.0,8.5,11.4,295.0,307.9,2018-01-12,0.0131,6750.857869459769,-299.14213054023094,6751.2330665040345,199.48386054225554
87,2018-01-12,2018-02-09,1.75,1.7444836344236148,2018-02-09,7100.0,5.3,7.9,340.8,353.0,2018-01-12,0.0131,6752.003669952393,-347.99633004760744,6751.2330665040345,199.48386054225554
88,2018-01-12,2018-02-09,2.0,1.9961541172932968,2018-02-09,7150.0,3.3,5.8,388.0,402.0,2018-01-12,0.0131,6751.799470445015,-398.2005295549852,6751.2330665040345,199.48386054225554
89,2018-01-12,2018-02-09,2.25,2.246947336210274,2018-02-09,7200.0,1.95,4.5,436.6,450.7,2018-01-12,0.0131,6751.770270937637,-448.2297290623628,6751.2330665040345,199.48386054225554
90,2018-01-12,2018-02-09,2.5,2.4986178190799557,2018-02-09,7250.0,1.05,3.3,482.5,503.0,2018-01-12,0.0131,6751.566071430259,-498.4339285697406,6751.2330665040345,199.48386054225554
91,2018-01-12,2018-02-09,2.75,2.749285714575115,2018-02-09,7300.0,0.25,3.6,531.9,553.0,2018-01-12,0.0131,6751.561871922882,-548.4381280771177,6751.2330665040345,199.48386054225554
92,2018-01-12,2018-02-09,3.0,2.997948435321247,2018-02-09,7350.0,0.05,3.0,581.2,602.0,2018-01-12,0.0131,6751.957672415503,-598.0423275844969,6751.2330665040345,199.48386054225554
93,2018-01-12,2018-02-09,3.25,3.2488669776600325,2018-02-09,7400.0,0.05,2.6,630.8,652.0,2018-01-12,0.0131,6751.903472908127,-648.0965270918732,6751.2330665040345,199.48386054225554
94,2018-01-12,2018-02-09,3.5,3.2488669776600325,2018-02-09,7400.0,0.05,2.6,630.8,652.0,2018-01-12,0.0131,6751.903472908127,-648.0965270918732,6751.2330665040345,199.48386054225554
95,2018-01-12,2018-02-09,3.75,3.7513306794466916,2018-02-09,7500.0,0.05,2.05,730.6,751.9,2018-01-12,0.0131,6751.670073893371,-748.3299261066286,6751.2330665040345,199.48386054225554
96,2018-01-12,2018-02-09,4.0,3.7513306794466916,2018-02-09,7500.0,0.05,2.05,730.6,751.9,2018-01-12,0.0131,6751.670073893371,-748.3299261066286,6751.2330665040345,199.48386054225554
97,2018-01-12,2018-02-09,4.25,4.250410648844343,2018-02-09,7600.0,0.0,1.7,830.0,851.0,2018-01-12,0.0131,6752.111674878617,-847.8883251213829,6751.2330665040345,199.48386054225554
98,2018-01-12,2018-02-09,4.5,4.250410648844343,2018-02-09,7600.0,0.0,1.7,830.0,851.0,2018-01-12,0.0131,6752.111674878617,-847.8883251213829,6751.2330665040345,199.48386054225554
99,2018-01-12,2018-02-09,4.75,4.752623703787371,2018-02-09,7700.0,0.0,1.45,929.9,951.0,2018-01-12,0.0131,6751.928275863862,-948.0717241361381,6751.2330665040345,199.48386054225554
100,2018-01-12,2018-02-09,5.0,4.752623703787371,2018-02-09,7700.0,0.0,1.45,929.9,951.0,2018-01-12,0.0131,6751.928275863862,-948.0717241361381,6751.2330665040345,199.48386054225554
101,2018-01-12,2018-02-09,5.25,5.254210141621326,2018-02-09,7800.0,0.0,1.25,1029.6,1051.0,2018-01-12,0.0131,6751.869876849107,-1048.1301231508933,6751.2330665040345,199.48386054225554
102,2018-01-12,2018-02-09,5.5,5.254210141621326,2018-02-09,7800.0,0.0,1.25,1029.6,1051.0,2018-01-12,0.0131,6751.869876849107,-1048.1301231508933,6751.2330665040345,199.48386054225554
103,2018-01-12,2018-02-09,5.75,5.755420609189831,2018-02-09,7900.0,0.0,1.1,1129.4,1150.8,2018-01-12,0.0131,6751.886477834352,-1148.1135221656477,6751.2330665040345,199.48386054225554
104,2018-01-12,2018-02-09,6.0,5.755420609189831,2018-02-09,7900.0,0.0,1.1,1129.4,1150.8,2018-01-12,0.0131,6751.886477834352,-1148.1135221656477,6751.2330665040345,199.48386054225554
105,2018-01-12,2018-02-09,6.25,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
106,2018-01-12,2018-02-09,6.5,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
107,2018-01-12,2018-02-09,6.75,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
108,2018-01-12,2018-02-09,7.0,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
109,2018-01-12,2018-02-09,7.25,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
110,2018-01-12,2018-02-09,7.5,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
111,2018-01-12,2018-02-09,7.75,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
112,2018-01-12,2018-02-09,8.0,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
113,2018-01-12,2018-02-09,8.25,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
114,2018-01-12,2018-02-09,8.5,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
115,2018-01-12,2018-02-09,8.75,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
116,2018-01-12,2018-02-09,9.0,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
117,2018-01-12,2018-02-09,9.25,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
118,2018-01-12,2018-02-09,9.5,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
119,2018-01-12,2018-02-09,9.75,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
120,2018-01-12,2018-02-09,10.0,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
121,2018-01-12,2018-02-09,10.25,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
122,2018-01-12,2018-02-09,10.5,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
123,2018-01-12,2018-02-09,10.75,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
124,2018-01-12,2018-02-09,11.0,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
125,2018-01-12,2018-02-09,11.25,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
126,2018-01-12,2018-02-09,11.5,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
127,2018-01-12,2018-02-09,11.75,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
128,2018-01-12,2018-02-09,12.0,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
129,2018-01-12,2018-02-09,12.25,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
130,2018-01-12,2018-02-09,12.5,6.255753812805641,2018-02-09,8000.0,0.0,1.0,1229.0,1250.5,2018-01-12,0.0131,6752.078078819596,-1247.9219211804038,6751.2330665040345,199.48386054225554
