quote_date,1_C,2_C,3_C,4_C,5_C,6_C,7_C,8_C,9_C,10_C,11_C,12_C,13_C,14_C,15_C,16_C,17_C,18_C,19_C,20_C,21_C,22_C,23_C,24_C,25_C,26_C,27_C,28_C,29_C,30_C,31_C,32_C,33_C,34_C,35_C,1_P,2_P,3_P,4_P,5_P,6_P,7_P,8_P,9_P,10_P,11_P,12_P,13_P,14_P,15_P,16_P,17_P,18_P,19_P,20_P,21_P,22_P,23_P,24_P,25_P,26_P,27_P,28_P,29_P,30_P,31_P,32_P,33_P,34_P,35_P,1_C_S,2_C_S,3_C_S,4_C_S,5_C_S,6_C_S,7_C_S,8_C_S,9_C_S,10_C_S,11_C_S,12_C_S,13_C_S,14_C_S,15_C_S,16_C_S,17_C_S,18_C_S,19_C_S,20_C_S,21_C_S,22_C_S,23_C_S,24_C_S,25_C_S,26_C_S,27_C_S,28_C_S,29_C_S,30_C_S,31_C_S,32_C_S,33_C_S,34_C_S,35_C_S,1_P_S,2_P_S,3_P_S,4_P_S,5_P_S,6_P_S,7_P_S,8_P_S,9_P_S,10_P_S,11_P_S,12_P_S,13_P_S,14_P_S,15_P_S,16_P_S,17_P_S,18_P_S,19_P_S,20_P_S,21_P_S,22_P_S,23_P_S,24_P_S,25_P_S,26_P_S,27_P_S,28_P_S,29_P_S,30_P_S,31_P_S,32_P_S,33_P_S,34_P_S,35_P_S
2018-01-12,-355.61999999999966,-354.7199999999997,-358.41999999999973,-359.91999999999973,-363.01999999999975,-367.41999999999973,-370.1199999999997,-363.6,-336.2,-309.4,-274.5,-249.5,-224.8,-193.2,-170.7,-149.3,-122.9,-105.0,-93.9,-83.3,-69.4,-60.4,-48.0,-41.4,-32.8,-28.0,-23.5,-17.0,-9.4,-5.8,-4.0,-3.6,-2.6,-1.45,-1.0,-3.1,-5.1,-8.3,-10.3,-13.2,-17.8,-19.7,-15.38000000000029,11.819999999999709,38.51999999999971,73.4199999999997,98.81999999999971,123.4199999999997,154.9199999999997,175.8199999999997,197.0199999999997,223.21999999999971,241.21999999999971,252.21999999999971,262.1199999999997,276.5199999999997,284.5199999999997,295.6199999999997,302.2199999999997,310.91999999999973,315.5199999999997,319.41999999999973,326.3199999999997,332.3199999999997,335.3199999999997,333.3199999999997,334.3199999999997,335.3199999999997,336.3199999999997,336.8199999999997,334.3199999999997,340.41999999999973,344.2199999999997,347.01999999999975,350.3199999999997,355.2199999999997,358.7199999999997,354.4,327.8,300.6,265.8,240.8,216.5,185.2,162.9,141.9,116.1,98.1,87.8,77.4,63.3,54.7,44.8,38.3,29.6,24.9,20.8,13.8,6.6,3.3,1.45,0.25,0.05,0.0,0.0,0.05,2.4,5.5,7.5,10.3,14.8,16.1,11.680000000000291,-15.91999999999971,-41.91999999999971,-77.71999999999971,-103.21999999999971,-127.6199999999997,-159.5199999999997,-181.8199999999997,-203.21999999999971,-229.61999999999972,-247.4199999999997,-258.7199999999997,-269.8199999999997,-283.7199999999997,-292.5199999999997,-304.0199999999997,-310.7199999999997,-319.8199999999997,-324.41999999999973,-329.2199999999997,-336.3199999999997,-344.5199999999997,-349.3199999999997,-354.6199999999997,-355.41999999999973,-356.51999999999975,-357.41999999999973,-358.3199999999997
2018-02-09,688.0800000000004,686.1800000000003,682.9800000000002,675.7800000000002,666.5800000000004,658.3800000000003,653.8800000000003,646.7800000000003,640.3800000000003,629.9800000000002,620.5800000000003,605.5800000000003,592.0800000000003,570.5800000000003,551.1800000000003,530.0800000000003,523.3800000000003,503.3800000000003,434.1800000000003,391.08000000000027,358.6800000000003,319.1800000000003,280.58000000000027,231.1800000000003,177.9800000000003,131.78000000000029,74.5800000000003,26.08000000000029,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-6.2,-8.7,-14.9,-23.6,-32.0,-36.3,-43.3,-52.6,-62.8,-72.0,-86.9,-103.3,-124.6,-143.9,-164.9,-171.5,-193.4,-260.7,-306.2,-342.6,-385.0,-423.6,-473.3,-526.4,-572.5,-628.1,-676.5,-706.3800000000003,-705.5800000000003,-704.9800000000002,-704.5800000000003,-704.0800000000004,-703.7800000000002,-702.5800000000004,-708.0800000000004,-706.0800000000004,-702.8800000000003,-695.7800000000002,-687.3800000000003,-678.5800000000003,-673.6800000000003,-666.0800000000003,-659.2800000000003,-648.4800000000002,-638.9800000000002,-623.7800000000003,-610.1800000000003,-588.3800000000003,-568.7800000000003,-547.4800000000002,-540.7800000000003,-517.7800000000003,-449.2800000000003,-403.08000000000027,-370.6800000000003,-325.1800000000003,-286.58000000000027,-236.1800000000003,-182.9800000000003,-136.78000000000029,-79.5800000000003,-31.030000000000292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.7,9.9,18.6,26.0,30.3,37.3,40.6,50.8,60.0,74.9,88.1,109.6,128.7,150.0,156.6,178.2,245.6,291.3,323.5,365.7,403.8,452.8,505.4,551.2,607.6,656.1,686.1800000000003,685.5800000000003,685.1800000000003,684.8800000000003,684.3800000000003,684.0800000000004,682.6800000000003
2018-03-16,-409.65999999999985,-407.05999999999995,-411.8599999999999,-418.05999999999983,-421.05999999999983,-425.2599999999999,-433.55999999999983,-434.0,-393.3,-362.3,-327.5,-301.9,-264.7,-236.7,-206.0,-184.0,-152.9,-123.8,-117.8,-100.7,-91.0,-76.1,-67.3,-59.2,-50.3,-41.9,-35.2,-29.3,-24.3,-21.6,-13.8,-8.7,-6.0,-4.7,-3.4,-2.5,-4.8,-8.7,-14.2,-17.7,-21.9,-29.7,-30.54000000000015,10.059999999999853,41.35999999999986,76.05999999999986,101.35999999999986,138.35999999999984,166.25999999999985,196.65999999999985,218.85999999999984,249.55999999999986,277.7599999999999,283.65999999999985,300.65999999999985,311.2599999999999,325.65999999999985,334.15999999999985,342.2599999999999,350.7599999999999,358.05999999999983,364.35999999999984,370.65999999999985,375.15999999999985,377.55999999999983,385.2599999999999,390.45999999999987,393.15999999999985,394.4599999999998,395.2599999999999,388.75999999999976,395.75999999999976,400.75999999999976,407.15999999999985,410.4599999999998,414.8599999999999,423.7599999999999,424.2,383.9,353.0,318.5,293.2,256.4,228.8,198.4,176.7,146.0,118.0,112.1,95.3,85.2,70.6,62.0,54.4,45.3,37.8,30.6,24.8,19.8,17.1,9.7,4.2,1.55,0.25,0.0,0.0,0.6,4.2,9.7,13.3,17.4,25.2,25.940000000000147,-14.659999999999854,-45.55999999999985,-80.25999999999985,-106.15999999999985,-143.35999999999984,-171.15999999999985,-202.15999999999985,-223.95999999999987,-255.15999999999985,-283.7599999999999,-289.7599999999999,-306.85999999999984,-316.95999999999987,-332.05999999999983,-341.2599999999999,-349.15999999999985,-358.55999999999983,-366.95999999999987,-373.65999999999985,-380.35999999999984,-385.05999999999983,-387.65999999999985,-395.85999999999984,-401.55999999999983,-404.35999999999984,-405.8599999999999,-406.65999999999985
2018-04-13,322.26000000000045,321.26000000000045,318.76000000000045,313.86000000000035,307.86000000000035,294.76000000000045,288.26000000000045,283.26000000000045,273.3600000000004,261.8600000000004,247.2600000000004,236.16000000000042,215.5600000000004,208.1600000000004,203.2600000000004,192.9600000000004,185.5600000000004,173.8600000000004,169.4600000000004,161.1600000000004,152.0600000000004,147.1600000000004,137.5600000000004,127.3600000000004,122.1600000000004,111.1600000000004,99.7600000000004,94.0600000000004,81.6600000000004,48.9600000000004,12.5600000000004,-26.9399999999996,-21.5,-6.9,-3.3,-2.6,-3.3,-5.4,-9.9,-15.9,-28.6,-35.1,-40.4,-49.9,-61.8,-76.3,-87.8,-108.5,-116.3,-121.1,-131.8,-139.3,-151.1,-155.1,-163.8,-173.0,-177.8,-187.4,-197.6,-203.2,-214.0,-225.7,-231.7,-244.3,-277.4,-313.9,-353.4,-348.0600000000004,-333.36000000000035,-330.36000000000035,-332.0600000000004,-331.0600000000004,-328.36000000000035,-323.1600000000003,-316.9600000000004,-303.36000000000035,-296.4600000000004,-291.1600000000004,-280.8600000000004,-269.1600000000004,-253.96000000000038,-242.66000000000042,-221.5600000000004,-214.0600000000004,-209.0600000000004,-198.5600000000004,-191.0600000000004,-179.0600000000004,-174.5600000000004,-166.1600000000004,-157.0600000000004,-151.9600000000004,-142.1600000000004,-131.8600000000004,-126.6600000000004,-115.4600000000004,-104.0600000000004,-98.2600000000004,-85.7600000000004,-52.6600000000004,-16.260000000000403,23.2399999999996,17.8,3.3,0.05,0.05,0.0,1.9,6.3,12.2,24.9,31.5,36.8,46.2,58.1,72.4,83.7,103.9,111.6,116.4,126.9,134.2,145.8,149.9,158.4,167.4,172.0,181.5,191.6,197.0,207.7,219.2,225.1,237.5,270.0,306.0,345.0,339.3600000000004,323.9600000000004,320.5600000000004
2018-05-11,195.3199999999997,194.31999999999994,193.51999999999998,193.01999999999998,192.6199999999999,191.91999999999985,191.2199999999998,190.81999999999994,194.41999999999985,193.1199999999999,191.41999999999985,189.2199999999999,186.31999999999994,179.31999999999988,170.31999999999988,156.7199999999999,135.0199999999999,93.0199999999999,81.91999999999989,70.0199999999999,56.819999999999894,42.61999999999989,27.219999999999892,10.61999999999989,-7.180000000000106,-25.98000000000011,-18.8,-8.6,-4.6,-3.1,-2.55,-2.4,-2.2,-1.9,-1.8,-0.85,-2.3,-2.7,-2.95,-3.2,-3.7,-4.1,-4.7,-5.4,-6.7,-8.0,-10.0,-13.0,-19.0,-28.3,-43.3,-64.5,-107.7,-118.9,-131.2,-144.4,-158.8,-174.3,-191.0,-208.7,-227.9,-221.81999999999988,-211.6199999999999,-207.6199999999999,-211.81999999999994,-211.01999999999987,-210.51999999999987,-210.1199999999999,-209.81999999999994,-209.51999999999998,-214.8199999999997,-213.81999999999994,-213.01999999999998,-212.51999999999998,-211.6199999999999,-210.91999999999985,-210.2199999999998,-209.41999999999985,-203.6199999999999,-202.1199999999999,-200.41999999999985,-198.01999999999987,-194.91999999999985,-187.51999999999987,-177.9199999999999,-162.9199999999999,-140.4199999999999,-97.3199999999999,-86.0199999999999,-73.91999999999989,-60.61999999999989,-46.21999999999989,-30.319999999999894,-13.719999999999892,3.7800000000001077,22.98000000000011,16.2,5.4,1.95,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.65,1.25,2.05,3.3,4.8,6.8,10.0,16.6,25.6,39.9,61.7,103.7,114.7,126.7,139.7,153.8,169.0,185.5,202.9,221.6,214.01999999999987,202.7199999999999,198.7199999999999,192.51999999999987,191.91999999999985,191.41999999999985,190.6199999999999,190.31999999999994,190.01999999999998
2018-06-15,111.41999999999962,109.7199999999998,106.41999999999962,98.91999999999973,96.61999999999966,94.81999999999971,92.81999999999971,90.81999999999971,87.71999999999969,83.91999999999973,79.71999999999969,74.61999999999972,69.11999999999972,61.31999999999971,51.11999999999972,41.9199999999997,27.219999999999715,10.419999999999703,1.2199999999997146,-3.0800000000002967,-17.080000000000297,-23.980000000000288,-52.68000000000029,-30.6,-20.7,-14.0,-8.3,-6.0,-5.0,-3.7,-2.2,-1.75,-1.35,-1.15,-1.15,-1.4,-2.35,-5.4,-12.0,-14.2,-15.9,-17.9,-20.0,-23.1,-26.6,-31.2,-36.2,-43.2,-49.9,-60.1,-69.7,-84.4,-102.4,-110.7,-115.0,-129.3,-137.0,-165.9,-144.3199999999997,-134.41999999999973,-127.41999999999973,-121.71999999999969,-120.0199999999997,-118.21999999999969,-117.31999999999971,-115.71999999999969,-115.41999999999973,-114.51999999999975,-114.01999999999975,-113.31999999999971,-119.91999999999962,-118.31999999999971,-114.61999999999966,-107.11999999999966,-104.31999999999971,-102.81999999999971,-100.61999999999966,-98.31999999999971,-95.31999999999971,-91.41999999999973,-86.61999999999972,-81.5199999999997,-74.0199999999997,-67.11999999999972,-56.9199999999997,-46.81999999999971,-31.919999999999703,-13.719999999999715,-5.619999999999706,-1.2199999999997146,13.080000000000297,20.980000000000288,49.78000000000029,27.5,17.4,11.1,5.4,3.2,1.7,1.1,1.1,0.0,0.0,0.0,0.0,0.05,0.05,2.7,8.9,11.0,12.3,14.5,16.6,19.7,23.1,27.9,32.8,39.8,46.5,56.6,66.3,80.8,99.0,107.0,111.6,125.3,132.9,160.9,137.5199999999997,127.0199999999997,120.0199999999997,113.81999999999971,111.5199999999997,109.61999999999972,108.61999999999966,107.01999999999975,106.81999999999971,106.01999999999975,105.51999999999975,104.81999999999971
2018-07-13,18.40000000000009,16.600000000000136,16.800000000000182,12.800000000000182,8.000000000000227,4.400000000000205,2.0000000000002274,-0.9999999999997726,-4.499999999999773,-8.599999999999795,-13.49999999999983,-20.49999999999983,-27.599999999999795,-36.19999999999982,-47.99999999999983,-60.19999999999982,-74.49999999999983,-93.19999999999982,-98.99999999999982,-100.0,-83.7,-73.8,-64.5,-51.8,-48.0,-37.8,-31.8,-21.0,-12.8,-6.1,-2.05,-1.4,-1.1,-1.05,-1.05,-1.2,-1.85,-5.0,-8.6,-12.9,-16.6,-18.6,-22.5,-26.1,-30.1,-35.1,-42.3,-49.5,-58.0,-70.6,-83.1,-97.8,-116.5,-122.4,-124.00000000000017,-107.6000000000002,-97.80000000000018,-88.70000000000019,-76.50000000000017,-72.90000000000018,-62.60000000000019,-57.30000000000018,-47.10000000000019,-39.20000000000016,-33.900000000000205,-32.50000000000023,-32.100000000000136,-31.400000000000205,-30.700000000000273,-30.40000000000009,-36.90000000000009,-35.20000000000027,-28.40000000000009,-23.800000000000182,-18.400000000000205,-14.600000000000136,-11.900000000000205,-8.400000000000205,-4.5000000000001705,0.09999999999979536,5.4999999999998295,13.199999999999818,20.99999999999983,29.599999999999795,42.099999999999824,54.99999999999983,70.19999999999982,89.69999999999982,95.79999999999981,96.7,81.0,71.2,62.0,49.5,45.7,35.7,30.1,19.6,11.2,4.1,0.2,0.1,0.0,0.0,0.0,0.05,0.05,2.9,6.3,10.8,14.2,16.7,20.2,23.8,28.0,33.0,40.2,47.4,55.9,68.1,80.3,94.6,113.4,119.2,119.90000000000018,103.50000000000017,93.40000000000018,84.1000000000002,71.30000000000018,67.40000000000018,56.80000000000018,50.60000000000019,39.10000000000019,30.300000000000182,22.800000000000182,14.20000000000016,13.100000000000136,12.400000000000205,11.800000000000182,11.200000000000273
2018-08-17,144.29999999999995,143.29999999999995,141.20000000000005,139.29999999999995,134.89999999999998,133.20000000000005,132.0,129.70000000000005,126.89999999999998,124.70000000000005,120.5,115.10000000000002,110.5,101.89999999999998,90.0,85.5,69.9,46.099999999999994,14.599999999999994,-27.0,-24.6,-12.9,-7.0,-3.5,-2.2,-1.65,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-3.1,-5.0,-7.0,-10.9,-12.4,-13.7,-15.9,-18.4,-20.6,-24.7,-30.0,-34.9,-43.1,-54.0,-63.2,-80.7,-103.9,-135.0,-181.6,-181.6,-169.5,-165.5,-162.8,-161.70000000000005,-161.10000000000002,-160.79999999999995,-160.5,-160.20000000000005,-160.0,-159.79999999999995,-159.5999999999999,-159.0999999999999,-158.5999999999999,-157.79999999999995,-163.5999999999999,-162.5999999999999,-159.4000000000001,-157.4000000000001,-154.20000000000005,-151.60000000000002,-150.29999999999995,-148.79999999999995,-146.0,-143.79999999999995,-137.60000000000002,-132.39999999999998,-129.10000000000002,-120.30000000000001,-105.80000000000001,-96.1,-81.0,-50.599999999999994,-19.5,21.6,20.1,8.3,3.0,0.25,0.55,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.8,3.1,7.1,8.4,9.6,11.7,14.3,16.1,20.1,25.0,31.0,39.0,50.1,58.2,75.8,99.8,130.7,170.3,164.3,152.3,146.60000000000002,143.39999999999998,142.5,141.89999999999998,141.5,141.20000000000005,140.89999999999998,140.60000000000002,140.5,140.29999999999995,139.79999999999995,139.29999999999995,138.5
2018-09-14,-405.5899999999999,-405.99,-406.78999999999996,-407.69000000000005,-409.0899999999999,-410.99,-414.5899999999999,-417.68999999999994,-431.89,-436.09,-398.6,-354.9,-305.7,-264.3,-224.8,-187.2,-152.2,-120.2,-91.5,-66.9,-47.0,-31.8,-20.9,-13.5,-8.9,-6.0,-3.7,-2.85,-1.55,-1.25,-1.15,-1.15,-1.1,-1.1,-1.1,-1.35,-2.05,-2.6,-3.4,-4.1,-5.9,-9.0,-14.8,-26.0,-30.1,7.589999999999961,51.48999999999997,94.08999999999996,135.28999999999996,174.58999999999997,211.78999999999996,246.78999999999996,278.68999999999994,306.89,331.09,350.59,365.39,370.28999999999996,377.68999999999994,382.28999999999996,385.09,387.28999999999996,388.18999999999994,389.39,390.18999999999994,390.8899999999999,390.69000000000005,391.78999999999996,392.19000000000005,392.8899999999999,386.0899999999999,386.49,387.28999999999996,388.28999999999996,389.69000000000005,391.78999999999996,395.28999999999996,401.39,412.98999999999995,416.78999999999996,379.8,335.5,300.0,259.5,220.4,183.0,148.7,117.0,88.7,64.4,44.6,29.4,18.4,11.2,6.4,3.6,1.35,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.45,1.9,1.85,3.5,6.5,12.5,23.5,27.6,-10.08999999999996,-53.789999999999964,-96.58999999999996,-137.68999999999997,-177.18999999999997,-214.68999999999997,-249.78999999999996,-281.78999999999996,-310.59,-335.28999999999996,-355.98999999999995,-371.78999999999996,-389.09,-396.39,-401.59,-403.59,-406.59,-407.59,-408.0899999999999,-409.68999999999994,-410.28999999999996,-410.19000000000005,-411.28999999999996,-411.3899999999999,-412.28999999999996
2018-10-12,-128.85000000000036,-129.85000000000036,-134.15000000000032,-139.95000000000027,-141.65000000000032,-144.5500000000004,-149.15000000000032,-153.4500000000004,-156.5500000000004,-165.0500000000004,-172.85000000000036,-181.5500000000004,-196.35000000000036,-210.05000000000035,-226.05000000000035,-245.15000000000038,-256.4,-192.0,-162.7,-123.5,-100.0,-70.4,-54.2,-35.5,-22.6,-16.3,-10.5,-7.9,-5.5,-4.2,-3.7,-2.8,-2.7,-2.65,-2.65,-5.0,-7.0,-10.0,-15.0,-18.0,-20.9,-25.8,-30.3,-35.5,-42.0,-49.9,-59.3,-75.0,-89.3,-106.1,-125.7,-137.74999999999963,-74.54999999999964,-45.94999999999965,-7.2499999999996305,15.350000000000364,43.650000000000375,58.95000000000039,77.65000000000038,89.85000000000036,97.15000000000032,103.75000000000034,104.55000000000041,108.85000000000036,110.25000000000034,108.95000000000039,111.95000000000027,112.45000000000027,113.35000000000036,113.95000000000027,108.15000000000032,111.75000000000045,115.75000000000045,120.85000000000036,123.55000000000041,126.55000000000041,131.5500000000004,136.4500000000004,142.35000000000036,149.35000000000036,157.5500000000004,167.35000000000036,182.9500000000004,197.05000000000035,214.15000000000038,234.05000000000035,246.3,183.4,154.7,115.8,92.9,64.2,48.6,31.0,19.0,12.0,6.0,3.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,2.3,5.8,10.5,13.0,16.2,20.6,25.0,30.2,37.0,44.9,54.0,68.7,82.5,98.7,118.3,129.54999999999964,64.34999999999962,34.74999999999963,-5.350000000000364,-28.350000000000364,-58.45000000000039,-75.05000000000035,-95.15000000000038,-108.95000000000039,-115.65000000000038,-121.65000000000032,-124.95000000000039,-128.15000000000032,-129.65000000000032,-130.25000000000034,-131.65000000000032,-132.15000000000032,-132.75000000000045,-133.35000000000036
